par_id,community,text,label
574,homeless,""""""" Then there 's little things like every Thursday they have a workshop whether it 's with Sporting Chance or yesterday it was Heart for More which was teaching them about resuscitating someone if it happened in training or a game . They go out and do volunteering , they feed the homeless , they go and do life skills , they do their driving lessons here , they do simple repair work around the home , car mechanic work .""",0
575,disabled,"Of course, not everyone can walk easily and increase the number of disabled parking lots around the CBD would be good.",0
576,disabled,"""Finally, the need for improved communication has arisen on several occasions. Arulraja, a participant, harassed the importance of better organization and the sharing of information between organizations of disabled people, people with disabilities, government and the media."" ""Communication is the key. Everything else can be reached to combat the rights of disabled people for the rights of disabled people.""",0
577,refugee,Syrian refugee teenager named Unicef ​​First Goodwill sent <h> email to friend,0
578,vulnerable,"The edge and the corners of shower glass are particularly vulnerable to damage , so it 's important that your shower glass is n't rubbing or knocking against say , the tiles on the floor , or another part of the shower .",0
579,women,"However, there remains a lot to do. About 5,200 women still die each year in Bangladesh due to pregnancy or causes related to birth, which are 15 women every day, and 23 in 1000 newborns do not survive. Two -thirds of these deaths would be avoidable.",0
580,migrant,"The cities slated to receive more judges have more than half of the 18,013 pending immigration cases that involve undocumented immigrants facing or convicted of criminal charges , according to data provided by the Justice Department 's Executive Office of Immigration Review .",0
581,migrant,"Human rights groups have accused the government of defining an unrealistic period for the request process, some going so far as to suggest that this is a deliberate measure to facilitate the expulsion of a large number of migrants.",0
583,migrant,"2015 was a difficult year for the Chinese economy, which has experienced its slowest growth in almost 25 years. Next year looks like many. The world's second world economy has long been based on its massive workforce and for more than 250 million migrant workers in the country, uncertainty increases. Voa's bill has more Beijing. <h> video",0
584,homeless,"Clendenin: offering his condolences, President Barack Obama approved federal aid to the Virginia-Western communities devastated by floods that killed at least 24 people and made much more homeless.",0
585,immigrant,"""This emotionally charged language also characterised the EU referendum campaign coverage , with Boris Johnson calling the Remain campaign """" project fear """" and the Remain campaigners accusing Leave of racism and scaremongering against immigrants . <h> The future of experts""",0
586,immigrant,""""" ""I exhort the communities to protect themselves by learning these potential scams - and by contacting my office if they suspect fraud. We will continue to use all the tools at our disposal and to bring justice to those who commit fraud against our immigrant communities."" """"",0
587,immigrant,""""" ""Alienated and neglected people have made a farm for the far right and fascism. They react to simple answers like immigrants."" """"",0
588,in-need,She was probably sorry for him and felt that he needed sex. She destroyed the good relationship you have both. I find that his statement is repugnant.,0
590,refugee,The stereotypes about Afghans kidnapping and using children for illicit trade have been widely heard recently through word of mouth in markets and during gatherings in cultural ceremonies in the urban and semi-urban areas of Khyber Pakhtunkhwa . The stereotypes have become so widespread that one sometimes even hears them from those who are considered sane and educated . This is another matter that nobody asks for any evidence hence not a single shred of evidence has so far been presented to this effect . This seems to be a planned and well-orchestrated effort to create a schism between the local population and Afghan refugees by constructing a narrative of hostility against a vulnerable and marginalised section .,0
592,disabled,"Dhaka , May 17 ( UNB ) - The three-day 2nd international conference on Disability and Disaster Risk Management ( DiDRM ) ended in the city on Thursday with the 9-point Dhaka Declaration emphasizing inclusion of disabled people , establishment of a focal point and GO-NGO collaboration in disaster risk management .",0
593,immigrant,"""Ozil 's Turkish heritage originates from his grandparents , who immigrated from Germany , but felt he was treated like """" an immigrant """" by disgruntled fans of the team . <h> Twitter <h> Most Popular""",0
594,refugee,Their refugee status remains unchanged !,0
595,women,"In addition to tackling the resolution of the marriage problems of MGF and children, the project is also designed to empower young women economically by providing them with entrepreneurship training and small uninteresting loans to establish groups of income.",0
596,immigrant,"Built in a few months, the sprawling complex, nicknamed Tent City, could contain 2,000 detainees and was the largest ownership camp for immigrants in the country. Ten huge tent domes, in kevlar stretched on metal frames, have been erected on concrete pads. Each oval tent contained 200 men or women, without partitions dividing toilets or showers.",0
597,homeless,"The main rivers of Bangladesh combined consume several thousand hectares of flooding plain each year, destroying houses and infrastructure and leaving people without country and homeless.",0
598,migrant,"""But she says that even if she feels that she has"" nothing to gain """" personally "" - she knows that there are many other migrant workers who suffer abuse. For example, the rule of two weeks - which stipulates that the workers of the servant must find work in the two weeks following the cessation of their contracts, or face the deportation - meant that there are times when she and her employer""",0
599,migrant,Nasruddin had asked of the measures taken by the government to stop the influx of illegal immigrants in the country .,0
601,homeless,"""How did we get here ? To answer that , you have to go back to 1986 and the work of an eccentric and powerful California politician , John """" Vasco """" Vasconcellos . That year , the Democrat Vasconcellos managed to persuade a deeply sceptical Republican state governor to fund a three-year task force to explore the value of self-esteem . Vasco was convinced that low self-esteem was the source of a huge array of social issues , including unemployment , educational failure , child abuse , domestic violence , homelessness and gang warfare . He became convinced that raising the population 's self-esteem would act as a """" social vaccine """" , saving the state billions .""",0
602,in-need,"According to social activist Manjeet Sidhu, it is one of the efforts of social activists like it to help the house that needs its own environment because all its residents are children under the age of seven.",0
603,women,"The report also noted that the success rates of crowdfunding were higher for women in all the industries it analyzed, including education, technology, entertainment and the media.",0
605,migrant,"The man of Orangeville had been approved for a work visa in Australia, where he planned to live with an uncle and teach English to immigrants.",0
607,immigrant,"""She mentioned congratulating president-elect Trump on the phone and voiced out her hope of having him lead to be the best president for every American -- no matter what race , gender , or religion . """" The American dream is big enough for everyone . For people of all races and religions , for men and women , for immigrants , for LGBT people , and for people with disabilities . For everyone . """"""",0
608,refugee,"In 2016, a United Nations study revealed that Australia prisoners on the island of Manus and Nauru had the highest rates of mental illness never recorded refugee groups.",0
609,disabled,"Five civilian activists, including Gunadasa Amarasekera, who had argued the strike by disabled soldiers, would have appeared in court for having pretended to organize a demonstration in the Fort de Colombo, which made it possible to disrupt public peace and disrupt trafficking.",0
610,in-need,""""" ""This is the first step to build more new houses to help the most in our regions.",0
611,hopeless,"Currently, no remedy against Alzheimer's disease. The situation is dark, but not hopeless. Early detection of symptoms plays a major role in a timely manner allows patients to considerably improve quality of life. It is very important to know what to look for. The most obvious ...",0
612,refugee,It said in a report released in New York that the figure includes 10 million child refugees and 17 million internally displaced children .,0
613,refugee,"""Maranao brothers and sisters from Marawi who had evacuated to other places of safety are refugees of sorts . Every Filipino and his forefathers are not strangers to the sufferings of displaced persons . Which is perhaps why we are more sympathetic and open when it comes to sharing what we have with others . As the current UN High Commissioner for Refugees had said , """" when we stand together with refugees , we also stand for respect and diversity for all . """"""",0
614,immigrant,"""Another asked:"" ""Hey, isn't it"" ""racist"" ""to make fun of an immigrant?",0
615,homeless,"According to statistics dated March 2015 , the Board of Supervision ( BoS ) in the Poor Relief Department recorded 1,418 homeless people , up from the 1,057 who were captured in its point in time survey that was done between November 18 and 24 in 2012 .",0
616,women,"As the MDG deadline approaches , about 1 billion people still live on less than $1.25 a day -- the World Bank measure on poverty -- and more than 800 million people do not have enough food to eat . Women are still fighting hard for their rights , and millions of women still die in childbirth .",0
617,vulnerable,"Threats in the mobile space will also continue to grow with new mobile malware variants coming into force . The problem can be further exacerbated as older operating systems continue to be in use . In addition to that , smart devices and internet of things devices are also vulnerable to threats .",0
618,vulnerable,"Many more people play live now, which is a good thing. If you want to give the best performance to your audience that pays the best of money to see and vibrate with you, you have to give your best. They heard your CD a thousand times and you have to put 100% to give them a performance that they cannot forget. They must see you in your raw and vulnerable form.",0
619,in-need,""""""" We continue to identify the most vulnerable refugees , such as unaccompanied children , women , the elderly and disabled , in need of shelter , food , water and healthcare . """"""",0
620,homeless,"The situation, according to Tahiru, made most of the farmers unemployed and homeless with some of them who allow themselves to perch with other relationships without any source of subsistence.",0
621,in-need,It would make cycling again well. But he is British. And this is the main problem. <h> The tour needs a French winner,0
622,homeless,"Rosanne Haggerty runs the New York City nonprofit Common Ground , which has launched an effort to find permanent housing for 100,000 chronically homeless people .",0
623,homeless,"File - This not dated file photo of the surveillance video provided by the Los Angele police service shows a man whom they are looking for in relation to the assault against several homeless men who were brutally beaten with a baseball bat in Los Angeles early on Sunday, September 16, 2018. Two of these men died. The authorities on Monday, September 24, arrested a man suspected of having struck a homeless in Santa Monica, California, earlier on Monday. He is now investigated in at least six attacks in the two cities that killed three people. (Los Angeles police department via AP, file)",0
624,hopeless,""""""" The leaders and activists gathered here proves that they are n't hopeless but ready to organise the party . They will take the party forward , """" said the former military strongman .""",0
626,hopeless,The roads in Banani are in a hopeless state as well as many in Gushan/Baridhara too .,0
627,poor-families,"A lunchtime crowd in downtown Auckland said more should be spent on early childhood education , helping solo mothers and poor families .",0
628,disabled,"A self-professed pastor who claimed to be raising money to help a disabled child was arrested and charged with using the images of terminally ill children to raise $145,000 for his own personal benefit .",0
629,vulnerable,"Hai District TASAF Coordinator , Ms Saumu Daffa said by now the Government had disbursed some 1,162,981,180.81/- to support the most vulnerable families in the district . She said 4,258 households were identified , but some 437 were struck off the project register after it was found that they did not meet set @ @",0
630,poor-families,"The blaze began in forested areas of Vina del Mar , a popular resort area in the Valparaiso region , about 120 kilometers ( 75 miles ) west of Santiago , where hundreds of poor families live in illegally-built houses of wood and tin .",0
631,vulnerable,"""Participants also hope that member countries could also increase the so-called green fund, serving as a main vehicle to provide up to $ 100 billion per year of help to poor and vulnerable countries by 2020. To the disappointment of the vulnerable and affected effort, the fund promised to Copenhagen to launch the mititigation efforts through the mobilization"" for the start of the contribution of $ 30 billion.",0
632,poor-families,""""""" These children are from poor families , their fathers are itinerant workers , farmers , or refugees from other poorer areas , """" she said .""",0
633,migrant,Govt vows tough action as illegal immigrants are buried,0
634,refugee,"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .",0
636,homeless,"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .",0
637,immigrant,"These legends were brought to the United States in the 1700s , when German immigrants settled in Pennsylvania Dutch country , according to the Center for Children 's Literature and Culture .",0
638,migrant,"1 and 1 The guards of an American detention center for immigrants in California had brutally used peppery gas, blows and hot showers that burned last year to punish eight central men who made a hunger strike, two of the men and their lawyers said on Tuesday, July 24.",0
640,homeless,"""Perhaps , """" homeless stereotypes """" really are n't all that accurate .""",0
641,migrant,"According to Capt Alfred Moela , communications manager of Lydenburg SAPS , the suspects were apprehended after Themba Nkambule , the acting immigration officer , received a tip-off about two trucks transporting various people thought to be illegal immigrants .",0
642,disabled,""""" ""You lazy female dog. You didn't have a disabled person with you! These spaces are reserved for people who need it!"" ""The note was read.""",0
643,refugee,"Trudeau has expressed vastly different views to Trump on immigration , stressing Canada 's desire to host refugees . He has not commented publicly on Trump 's controversial immigration order , currently under review in the US courts .",0
645,homeless,"Hurricane Harvey was one of the largest storms of flooding in the history of the United States. In Harvey's heels, Hurricane Irma and Jose have allowed Caribbean and United States, it is apparently a sign of things to come, because the hurricanes modified in the climate will become humid and more rainy. And it is not only North America; Recent extreme floods in India, Bangladesh and Nepal have resulted in 1,200 deaths and left millions of homeless. In July of this year, large creases struck Istanbul, causing excessive damage. The United Nations called on cities to strengthen resilience to climate change.",0
646,homeless,"A story in the Colorado Springs Gazette earlier this year included examples from those who work the front lines with the homeless . One meth addict , for instance , has gotten numerous warnings for sleeping under a bridge . Police have n't arrested him . They just keep trying to get him help .",0
647,in-need,"The Denmark international was linked with a move to the Premier League but talk of interest from Madrid has increased in recent weeks , with the Spanish and European champions in need of attacking reinforcements after selling Alvaro Morata and Mariano Diaz .",0
648,immigrant,"Ciru is at the forefront of its generation. Raised in a era of touch screen technology, social media, global integration and multiculturalism - where even the son of an immigrant Kenyan can become president of the United States - today's university students are the first real digital natives. More pragmatic than previous generations, they are independent cars, hyper-consciousness of global problems and technologically empowered for a digital world.",0
649,women,"The woman , according to the market women , was carrying a tray with some pieces of meat , and all attempts to get her to disclose the source and type of meat she was carrying reportedly proved futile .",0
651,women,"The community tour organized by DKT International Ghana , importers and marketers of Fiesta Condoms , Kiss Condoms and Lydia female contraceptives met with women at Dome market and offered them advice on family planning .",0
652,migrant,"Certain countries which have legally mandated social security systems for domestic workers specifically exclude migrants from those programs , the ILO said .",0
653,poor-families,"""As we drive at a crawl past Buenos Aires ' Faculty of Engineering , Mario says the immense Parthenon-inspired edifice was built for famed first lady Eva Peron in the 1950s , as a base for her work with poor families . Eva never saw it completed , as she died of cancer aged 33 . Her early death only fuelled """" the myth of Evita """" , Mario tells me .""",0
654,hopeless,He never coped with anything here . To say he was hopeless would be an understatement . He was just a waste of time and was brought in when fellow Dutchman Leo van Veen arrived highly recommended by mother club Ajax Amsterdam .,0
655,refugee,The rally comes as German Chancellor Angela Merkel backed a crackdown on convicted refugees after a wave of sex assaults on New Year 's Eve which were blamed largely on foreigners .,0
656,migrant,"""What made me choose it was being very conscious as a child of a lot happening around me , being told not ? ? """" number one ? ? """" not to associate with Afrikaans children in my neighbourhood . They were working class Afrikaans children , very wild , sonder skoene with this really , no shoes and poenskoppies and you know , not liking us as immigrants at all because we were a little group of immigrants living there . So that was the one part of it . And I ? ? ? ve completely forgotten what your question was ? As I go back ? ? ?""",0
657,women,"""NBC News dismissed"" today the host of the Billy Bush show, who was taken on a band in a vulgar conversation on women with the republican presidential candidate Donald Trump before an appearance ""Access Hollywood '."" Bush was suspended during the morning program two days after the content of the 2005 band on October 7. NBC and Bush representatives have been negotiated ... """,0
658,migrant,Do not ignore the contribution of migrants: a,0
659,immigrant,""""""" We can not understate the level of panic and terror that is running through many immigrant communities , """" said Walter Barrientos , a spokesman for Make the Road New York . Barrientos said that in some cases Ice officials had detained people who do not have criminal records or who could not prove citizenship .""",0
660,poor-families,""""" ""We do various activities to bring children back to school. We have organized financial advantages alongside food at school for children of poor families. We also made arrangements to educate street children,"" said Nahid. """"",0
662,in-need,"Today , many national and state level welfare schemes exist for which the leprosy-affected are eligible . Unfortunately , the schemes hardly target those most in need of them .",0
663,immigrant,"He added that the accused, who was employed by the Ministry of Justice, had been arrested on June 21 for having allegedly facilitated a corruption transaction between the immigration agent of internal affairs and an illegal immigrant.",0
664,poor-families,"We did away with university fees here about 30 years ago to help poorer kids get into college . It has helped to a limited level , but poor families ca n't afford to pay for extra tuition for the Leaving Cert , so the poor kids are now at a big disadvantage in trying to meet the required points level for entry .",0
666,migrant,"US President Donald Trump 's top homeland security official has signed two orders that could expand the number of undocumented immigrants who could be stopped and deported , according to documents seen by Reuters and first reported by McClatchy news .",0
667,disabled,A video of a woman who is unleashed in a disabled cleaner has become viral. Sunday Life speaks to cleansers and disabled workers on the treatment they receive from customers,0
669,immigrant,"For a more in-depth examination of health care screening in Malaysia for foreign workers and to seek an explanation on the sudden increase in tuberculosis cases in our country, perhaps brought by illegal immigrants in Malaysia, we have caught up Professor Datuk Dr Mohd Amin Jaludin, Vice-Chancellor of the Malaya University: vcoffice.um.edu.mymymymymy",0
670,migrant,""""" ""The photo made the police an involuntary player in a very sensitive political debate in which he should not participate,"" said Marcus Knuth, legislator of the Liberal anti-immigrant party, who is the greatest of the government. """"",0
671,hopeless,"""The Billology published in the Sandusky Register said that Paul Stark died Wednesday in a hospice establishment after a brief illness"" ""exacerbated by the desperate state of the Browns of Cleveland."" """" """,0
673,immigrant,"Trump , the master reality showman , creates conflict to get media coverage , while other candidates spend millions for advertisements and to gain exposure . Crowds of thousands turn out to Trump-fest , some lining up in wintry weather hours before to watch the TV reality star languish in his repetitious hate tirade targeted at his opponents , Muslims , the president , immigrants , and intended refugees . That could never be the route to the presidency .",0
674,poor-families,"The National Maternal and Child Health Center is where many poor families go to get free health services , food and accommodation , all covered under the national budget and the center 's income .",0
675,hopeless,"In his portrayal of Lester , Freeman , that compact but quietly screen-eating British actor whom we otherwise know as Dr Watson in the Sherlock stories , takes hopelessness to a new level .",0
676,women,"Hi ! I am a 29 year old man and in a little dating from Rut. I have always had self -esteem problems and I find that Tinder is really difficult. Do you have any advice to expand my social circle and meet / approach women and flirt? I spend most evenings with friends, worried to just disturb people rather than enjoying new interactions!",0
677,disabled,"As of last week , several categories of inmate are no longer admissible to segregation cells : those who are seriously mentally ill , imminently suicidal , self-harming , physically disabled , terminally ill or pregnant .",0
678,in-need,"Dr Ian Neil , head of orthopedics at the KPH who has partnered with Scoliosis Care since its inception , said that the list of persons in need of surgery grows each year .",0
679,in-need,"""Many argue that this is inevitable - that the increase in rents forcing poor families, who work and more and more of the middle class on the urban periphery are a by -product of economic advancement, that the market should be left to its own devices and we should be grateful for the few rotation jobs created by new cafes and craft stores. Rather than a societal problem.",0
680,in-need,"Government plans to return to bulk financing are likely to see an increase in classes and schools that most need to miss essential resources, said the acting spokesperson Grant Robertson. More & gt; & gt;",0
681,immigrant,He said that some Kenyan immigrants are working in private schools.,0
682,disabled,"He said that these persons including 48 Blind and 40 Special persons had been appointed in the offices of Civil Defense Department , Directorate Colleges , Fatima Jinnah University , Secondary Education , Higher Education Commission , EDO Works , University of Engineering Taxila , Health Department and in private sector also . He said that these appointments have been made on merit . He also said that rehabilitation work for the welfare of disabled persons would remain continued .",0
683,disabled,"It was dance and happiness in the police camps at each butterfly end in March 2018, when the jubilation turned into tears and complains. 2018 saw the salary of the Kenya police and the compensation considerably reduced. A decision by the National Police Services Commission saw the police meet salary discounts up to half of its current remuneration rates. Those who already have their payments of pay have groaned to lose 26,000 kSh to the new decision against 26,000 ksh. This modification mainly influenced the new graduates (gendarmes) and the disabled police who were injured online.",0
684,refugee,""""""" Only 55,000 ( 5% ) of the 1.74 millions have completed primary education and there is only 20% enrollment in primary school amongst school-going Afghan refugee children , """" said Wright , adding that a vast majority of these children were born in Pakistan and felt more of an affinity towards Pakistan than towards Afghanistan .""",0
685,in-need,"Other parts of Russia also need a facelift before the country organizes the 2018 World Cup. Russia does not only offer opportunities to large companies, and individuals can also be influenced. The Malaysian architect Hin Tan is the designer of the improved airports of Tyumen, Krasnoyarsk, Nizhny Novgorod, Samara and Perm.",0
686,in-need,"""The last time a justice secretary sacked an official in a high profile media storm -- Michael Howard sacked prison service chief Derek Lewis following security breaches in 1995 -- the department was unable to fill the vacant post for a year . Headhunders said the treatment of Lewis had """" hampered """" the process . Hanging public officials out to dry may be nothing new for politicians , but it feels especially foolhardy at a time when the justice system is in a perilous state , badly in need of reform , funding , and good leadership .""",0
687,immigrant,"Changing the rule would n't prevent H-1B spouses from pursuing other avenues for work authorisation , but it could deter a number of high-skilled immigrants from staying in the US if their spouses ca n't easily find work , CNN reported .",0
688,poor-families,"""Each boat will be co -owner by five families to avoid"" ""the abuse or the sale of boats which has always been the problem of government programs which give equipment to poor families"", ""OL said.""",0
689,vulnerable,"The challenges of traceability to reach traceability, it is essential to know each link in long supply chains. However, with current systems, effective interoperability of data along the supply chain poses a large technical challenge. A centralized system, with a third -party governing, was, until recently, the only imaginable means of reaching data and transparency of transactions. Only one organization is not responsible for manufacturing data in an entire transparent supply chain. NGOs or associations of industry do not have the capacity to manage this transparency and if they could, they would be a vulnerable target for corruption, social engineering or targeted hacking.",0
690,women,"A man who attacked two backpackers on a remote Australian beach was sentenced to 22 years in prison yesterday. Roman Heinze, 61, was previously found guilty of indecent assault, aggravated kidnapping and endangering life in the 2016 assault of two women in South Australia. He sexually assaulted one of the women, a Brazilian, before beating his German friend on his head with a hammer and repeatedly ...",0
691,immigrant,"In fact, the recently elected mayor of the Kapiti coast could not be more an antithesis of all that Trump: K. Gurunathan, 63, is an ethnic minority in New Zealand and an immigrant - he is a proud Anak Malaysia born in Penang. He is also a former journalist.",0
692,homeless,He was answering a question by Ezekiel Maige ( Msalala-CCM ) who had pointed out that the March 2015 hailstorm caused disasters as the residents were rendered homeless .,0
693,vulnerable,"""LONDON : Sexual abuse of vulnerable women and girls by international aid workers is """" endemic """" and has been happening for years , with perpetrators easily moving around the sector undetected , according to a damning UK government report published yesterday , reports CNN .""",0
694,in-need,"At present, city residents need an emergency of food, water, anti-teetanic medicine and formaldehyde for their dead. Most of the communication lines still declining, they count on external aid for rescue.",0
695,in-need,""""" ""We deeply appreciate the excitement and support that investors have expressed for the SQZ vision,"" said Armon Sharei, PhD, co-founder and CEO of SQZ. """" ""Our cell therapy platform has a potential transformer and with this funding, we have the financial strength to generate our programs in solid tumors and autoimmune diseases at the clinic, closing our high theater objective of patients."" """" """,0
696,disabled,"Months after his surgeries -- after his tissue and scars had healed -- Andrew remained disabled by a deep , biting pain . I recall puzzling over his pain , how it had spread throughout his body and how previous clinical teams had prescribed progressively higher doses of opioids to tame it .",0
697,women,"A speaker during an IDS seminar, Jaipur, where the study results were discussed on Thursday, said that it was regrettable that free distribution was stopped after a certain time in urban slums. Many houses use nylon fabric rather than cotton, which has now become quite expensive. With absorbent cotton not so easily available, the chances that women use a less absorbent fabric that could open the way to infection is higher.",0
698,vulnerable,"""ISPCC fundraising officer , Emma Hayden , said : """" We are delighted with this support from NUI Galway Students ' Union . The money raised will go towards funding our 24-hour Childline telephone and online services . Last year in our Galway office alone , we received just over 35,000 calls from children that are vulnerable , alone or in need of the support of a trusted adult . """"""",0
699,migrant,Spain was the third most popular destination for European Union migrants last year after Italy and Greece.,0
700,hopeless,""""" ""Everything can happen at any time. This is why I am not desperate for the future of China."" """"",0
701,disabled,"However, rather than a complete recast of the language, companies can examine English in which a city government could examine the building codes for wheelchair accessibility. While less than 1% of a city population will be limited to a wheelchair, most cities, at least in the developed world, require that all buildings and companies be accessible in a wheelchair. In this way, disabled citizens can contribute their knowledge and skills to a society while the negative impact of his handicap is reduced to the minimum.",0
702,refugee,"The report also indicated that the OIC members also urged the Myanmar government to take urgent measures for a sustainable return of Rohingya refugees and internally and externally displaced population to their homeland , Rakhine State .",0
703,women,The same effect does not apply to women as female attractiveness was not found to be associated with competence .,0
704,migrant,"The influx is so heavy that the inspectors of San Ysidro, the most popular crossing crossroads in the nation, return the Haitians with appointments on a later date, leaving hundreds of waiting in Tijuana, Mexico. Many remain in one of the five migrant shelters of the Mexican border city which volunteered in May to help.",0
705,homeless,"Construction of 50 , 000 housing units for estate workers was inaugurated at a function held at the Delkin Estate in Baduraliya on Tuesday ( 23rd September ) . These houses are being constructed under a concept of His Excellency the President Mahinda Rajapaksa to provide shelter to the homeless . The inauguration of the estate housing development programme was held in collaboration with the Ministry of Plantation and Industries by the Urban Development Authority . Hon Mahinda Samarasinghe Minister of Plantation and Industries graced the occasion as the Chef Guest .",0
706,disabled,""""" ""It is always difficult for me to shop for clothes. I have to ask someone to bring me a dress by telling them the color. The disabled people were forced to live in a way that others want,"" she complains. """,0
707,homeless,"Proactively responding to problems faced by the people is another facet of the revitalised Senate . For instance , when Chitral , in Pakistan 's remote northern corner , faced flooding , dislocation and homelessness , the Senate acted promptly by despatching relief goods through a 3-person delegation of Senators who went to Chitral . Or when the great national hero , Abdul Sattar Edhi passed away , the Senate donated 4 ambulances ( for each unit of the federation ) to the Edhi Foundation to pay tribute to this icon of humanitarianism .",0
708,in-need,He hoped that Hong Kong can unify in helping those in need as the government 's work will often be undone if society is divided .,0
709,refugee,"""Soler , who has been doing extensive research on the refugees , said that when the """" White Russians were planning to flee Shanghai , no country would help them so they sought the assistance of the IRO . Out of nowhere , ( then Philippine President ) Elpidio Quirino says , ' We 'll take them , ' """" he said .""",0
710,in-need,"""State Bank of India launches"" ""SBI Global Ed-To"" ""an education loan abroad. The bank has long been a leader in the realization of the aspirations of students who wish to continue higher education in India and abroad. Being the largest bank in the country, it is the first investigation point for students who obtain admission to various courses and who need finances.""",0
711,immigrant,"""Jan-Thijs stresses that the Incampagna is more than just a network of producers who provide products."" ""Mutual local support is what is propagated. In order to help immigrants and refugees to integrate, the cooperative offers them training opportunities to start with cultivation. Erosion of the soil and promotes biodiversity"", ""explains Jan-Thijs.""",0
713,migrant,"A whimsical businessman who has threatened a trade war with China , to sack US Federal Reserve chairwoman Janet Yellen , deport 5 million illegal immigrants and withdraw from key military alliances in Asia and Europe is now the next leader of the free world .",0
714,poor-families,"""He said : """" Whether it was the rights of ordinary workers to fair employment and decent wages , opportunities for single mothers and children of poor families , or healthcare for the disabled and elderly , you were a consistent and fearless voice in the unions , the Parliament and the Government , pushing us all to build a more equitable society . """"""",0
716,women,"""After the unleashed success of their colors from the EID collection, Bonanzasatrangi is back, this time, they treat their customers with something incredible, their brand new line of"" ""Bonanzasatrangi fragrances"".",0
718,poor-families,""""" ""These disturbing trends reflect the impact of the marketing of food and policies around the world, with healthy nutritious foods too expensive for families and poor communities,"" said Professor Majid Ezzati, professor at the Imperial Public Health School. """"",0
719,vulnerable,"""That presented """" a huge challenge """" for the stonemasons , Bowring said . """" How do you ensure the engraving of the names is fair to all ? With no particular names standing out ? While accepting that a typography as delicate as the Thai script is vulnerable to damage ? """"""",0
720,vulnerable,"""Jerschow , who was n't involved in the study , commended the researchers ' effort . """" They reached out to the patients who are least reachable , who do n't come to the clinic , who have the fewest resources , and are the most vulnerable , """" she said .""",0
721,refugee,"Some 850,000 migrants and refugees crossed Greece last year, paying smuggling gangs to transport them from Turkey to often fragile boats.",0
722,migrant,"The president signed an order ending the practice of splitting migrant families , but 2,300 children have already been separated from their parents .",0
723,refugee,"We wonder, what does citizenship really mean? When does a period of refugee soup begin and finish and when does one become completely citizen? Is it simply acceptance or a simple change in geographic border due to political conditions beyond control of its control? Is it in accordance with the Western notion of nationalism and citizenship?",0
724,immigrant,"The move puts in peril a fledgling bipartisan push to reach a legislative solution . Before agreeing to provide legal status for 800,000 young immigrants brought to the country illegally as children , US President Donald Trump will insist on building a wall along the southern border , and hiring 10,000 immigration agents .",0
725,refugee,"Since August 25, when the soldiers have launched its latest campaign in response to a localized terrorist attack, the world watched with horror at least 500,000 Rohingyas have already joined 300,000 in the Bangladesh refugee camps in what the United Nations High Commissioner for Refugees called a case of ethnic cleaning manual. By forcing about half of the rohingya population of their homes, it is difficult to call it something else.",0
726,homeless,"""He said that another refuge in Yau Ma Tei was built alongside a garbage collection center and a public toilet:"" ""When you sleep there, a big rat will come to bed next to you and say hello ... How are you waiting for the homeless?"" """"",0
727,immigrant,"For the neoliberal ideology of free trade, globalization and individual responsibility, authoritarian populist ideology replaces protectionism, economic nationalism and blame minorities and immigrants. But neither of them calls into question the global central financial capital of accumulation by contemporary capitalism and also the cause of repeated and in -depth economic crises. <h> Trump's edge",0
728,hopeless,"""Reiterating Moscow's official position, he said:"" ""We generally think that this sanctions policy is short, illegal and hopeless."" """"",0
729,women,An exhibition women 's basketball game in Tehran last month was attended by Iran basketball federation president Mahmoud Mashhoun and other men .,0
730,homeless,"Boko Haram 's six-year campaign for a hardline Islamic state in northeast Nigeria has killed at least 17,000 people and made more than 2.6 million others homeless .",0
731,homeless,""""""" Kanu was homeless when I met him in London . I gave him the first money to rent an apartment after he was thrown out by the Ghanaian woman he was living with .""",0
732,disabled,"Based on the upgrading and awareness of slums of living conditions in slums, as argued by the United Nations habitat, the government must review its management system on land and ensure other services related to adequate shelters such as a safe and healthy living environment for particular transport and energy.",0
733,immigrant,""""" ""California workers put pressure on the congress to adopt a law excluding Chinese immigrants to come to the United States,"" said Papson. """"",0
735,poor-families,"""According to Santhosh Ramdoss , director , India programmes , at the Michael &amp; Susan Dell Foundation , a large portion of urban poor families in India do not have any formal access to financial services . """" We are presented with a landmark opportunity to take on this challenge , given India 's leadership in building a cutting-edge public technology infrastructure that can be used to seamlessly deliver a variety of critical digital services to low-income families , """" said Ramdoss in a statement .""",0
736,in-need,"In Wajir , more than 100,000 people are in need of food aid . Wajir National Drought Management Authority ( NDMA ) co-coordinator Ahmed Farah said pastoralists had begun migrating towards the Kenya-Somalia border and other areas in search of water and pasture .",0
